timestamp,timestamp_local,sample_rh,sample_temp,wx_ws,wx_wd,wx_ws_scalar,pm1,pm25,pm10
2025-09-28T02:02:43Z,2025-09-27T22:02:43Z,45.1,24.4,0.0,0.0,0.0,6.465,6.771,14.612
2025-09-28T02:03:43Z,2025-09-27T22:03:43Z,44.9,24.5,0.0,0.0,0.0,6.136,6.589,17.105
2025-09-28T02:04:43Z,2025-09-27T22:04:43Z,44.6,24.5,0.0,0.0,0.0,6.386,6.781,28.157
2025-09-28T02:05:43Z,2025-09-27T22:05:43Z,44.2,24.6,0.0,0.0,0.0,6.675,6.948,24.359
2025-09-28T02:06:43Z,2025-09-27T22:06:43Z,43.7,24.6,0.0,0.0,0.0,6.547,6.886,11.751
2025-09-28T02:07:43Z,2025-09-27T22:07:43Z,43.3,24.7,0.0,0.0,0.0,6.685,6.938,11.496
2025-09-28T02:08:43Z,2025-09-27T22:08:43Z,43.1,24.7,0.0,0.0,0.0,6.617,6.955,9.249
2025-09-28T02:09:43Z,2025-09-27T22:09:43Z,42.9,24.7,0.0,0.0,0.0,6.625,6.947,18.217
2025-09-28T02:10:43Z,2025-09-27T22:10:43Z,42.8,24.8,0.0,0.0,0.0,6.006,6.299,20.427
2025-09-28T02:11:43Z,2025-09-27T22:11:43Z,42.9,24.8,0.0,0.0,0.0,6.092,6.322,19.658
2025-09-28T02:12:43Z,2025-09-27T22:12:43Z,42.6,24.8,0.0,0.0,0.0,5.797,6.048,11.45
2025-09-28T02:13:43Z,2025-09-27T22:13:43Z,43.1,24.9,0.0,0.0,0.0,6.161,6.383,8.871
2025-09-28T02:14:43Z,2025-09-27T22:14:43Z,43.3,24.9,0.0,0.0,0.0,5.802,6.061,17.966
2025-09-28T02:15:43Z,2025-09-27T22:15:43Z,43.4,24.9,0.0,0.0,0.0,5.538,5.9,35.485
2025-09-28T02:16:43Z,2025-09-27T22:16:43Z,43.5,25.0,0.0,0.0,0.0,5.363,5.823,29.712
2025-09-28T02:17:43Z,2025-09-27T22:17:43Z,43.7,25.0,0.0,0.0,0.0,5.611,5.938,19.187
2025-09-28T02:18:43Z,2025-09-27T22:18:43Z,43.9,25.0,0.0,0.0,0.0,5.652,6.111,27.62
2025-09-28T02:19:43Z,2025-09-27T22:19:43Z,43.9,25.0,0.0,0.0,0.0,5.472,5.753,27.193
2025-09-28T02:20:43Z,2025-09-27T22:20:43Z,43.8,25.0,0.0,0.0,0.0,5.184,5.512,32.751
2025-09-28T02:21:43Z,2025-09-27T22:21:43Z,43.8,25.0,0.0,0.0,0.0,5.475,5.752,32.649
2025-09-28T02:22:43Z,2025-09-27T22:22:43Z,43.4,25.1,0.0,0.0,0.0,5.536,5.952,17.848
2025-09-28T02:23:44Z,2025-09-27T22:23:44Z,43.4,25.1,0.0,0.0,0.0,5.6,5.951,22.305
2025-09-28T02:24:44Z,2025-09-27T22:24:44Z,42.8,25.1,0.0,0.0,0.0,5.714,6.065,21.595
2025-09-28T02:25:44Z,2025-09-27T22:25:44Z,42.8,25.1,0.0,0.0,0.0,5.508,5.964,21.441
2025-09-28T02:26:44Z,2025-09-27T22:26:44Z,42.5,25.1,0.0,0.0,0.0,5.392,5.769,32.974
2025-09-28T02:27:44Z,2025-09-27T22:27:44Z,42.4,25.1,0.0,0.0,0.0,5.259,5.593,13.191
2025-09-28T02:28:44Z,2025-09-27T22:28:44Z,42.6,25.1,0.0,0.0,0.0,5.59,5.809,18.932
2025-09-28T02:29:44Z,2025-09-27T22:29:44Z,42.2,25.1,0.0,0.0,0.0,5.188,5.52,21.304
2025-09-28T02:30:44Z,2025-09-27T22:30:44Z,42.5,25.1,0.0,0.0,0.0,4.823,5.132,22.655
2025-09-28T02:31:44Z,2025-09-27T22:31:44Z,43.1,25.1,0.0,0.0,0.0,4.885,5.221,25.531
2025-09-28T02:32:44Z,2025-09-27T22:32:44Z,43.3,25.1,0.0,0.0,0.0,5.224,5.439,35.118
2025-09-28T02:33:44Z,2025-09-27T22:33:44Z,43.8,25.1,0.0,0.0,0.0,5.347,5.661,26.627
2025-09-28T02:34:44Z,2025-09-27T22:34:44Z,43.8,25.1,0.0,0.0,0.0,5.579,5.831,14.301
2025-09-28T02:35:44Z,2025-09-27T22:35:44Z,43.8,25.2,0.0,0.0,0.0,5.795,6.078,11.354
2025-09-28T02:36:44Z,2025-09-27T22:36:44Z,43.6,25.2,0.0,0.0,0.0,5.916,6.167,27.392
2025-09-28T02:37:44Z,2025-09-27T22:37:44Z,43.3,25.2,0.0,0.0,0.0,5.672,6.024,8.276
2025-09-28T02:38:44Z,2025-09-27T22:38:44Z,43.0,25.2,0.0,0.0,0.0,5.483,5.715,22.457
2025-09-28T02:39:44Z,2025-09-27T22:39:44Z,42.7,25.2,0.0,0.0,0.0,5.612,5.82,21.545
2025-09-28T02:40:44Z,2025-09-27T22:40:44Z,42.7,25.2,0.0,0.0,0.0,5.771,5.971,11.235
2025-09-28T02:41:44Z,2025-09-27T22:41:44Z,42.9,25.2,0.0,0.0,0.0,5.445,5.766,19.193
2025-09-28T02:42:44Z,2025-09-27T22:42:44Z,44.0,25.2,0.0,0.0,0.0,5.446,6.046,27.124
2025-09-28T02:43:44Z,2025-09-27T22:43:44Z,43.1,25.2,0.0,0.0,0.0,5.255,5.717,16.759
2025-09-28T02:44:44Z,2025-09-27T22:44:44Z,43.2,25.2,0.0,0.0,0.0,5.259,5.578,15.476
2025-09-28T02:45:44Z,2025-09-27T22:45:44Z,43.0,25.1,0.0,0.0,0.0,5.294,5.61,11.619
2025-09-28T02:46:44Z,2025-09-27T22:46:44Z,43.3,25.1,0.0,0.0,0.0,5.336,5.743,19.716
2025-09-28T02:47:44Z,2025-09-27T22:47:44Z,42.9,25.1,0.0,0.0,0.0,5.111,5.358,29.824
2025-09-28T02:48:44Z,2025-09-27T22:48:44Z,43.1,25.1,0.0,0.0,0.0,5.164,5.573,18.818
2025-09-28T02:49:44Z,2025-09-27T22:49:44Z,42.8,25.1,0.0,0.0,0.0,5.012,5.189,15.005
2025-09-28T02:50:44Z,2025-09-27T22:50:44Z,44.1,25.1,0.0,0.0,0.0,5.187,5.593,12.561
2025-09-28T02:51:44Z,2025-09-27T22:51:44Z,45.3,25.2,0.0,0.0,0.0,4.649,4.925,13.46
2025-09-28T02:52:44Z,2025-09-27T22:52:44Z,44.6,25.2,0.0,0.0,0.0,5.587,5.8,8.288
2025-09-28T02:53:44Z,2025-09-27T22:53:44Z,44.0,25.2,0.0,0.0,0.0,5.134,5.744,20.465
2025-09-28T02:54:44Z,2025-09-27T22:54:44Z,45.4,25.2,0.0,0.0,0.0,4.675,5.352,27.692
2025-09-28T02:55:45Z,2025-09-27T22:55:45Z,45.7,25.2,0.0,0.0,0.0,5.21,5.441,10.681
2025-09-28T02:56:45Z,2025-09-27T22:56:45Z,44.7,25.2,0.0,0.0,0.0,5.141,5.568,15.304
2025-09-28T02:57:45Z,2025-09-27T22:57:45Z,44.6,25.2,0.0,0.0,0.0,5.445,5.614,27.665
2025-09-28T02:58:45Z,2025-09-27T22:58:45Z,44.2,25.2,0.0,0.0,0.0,5.139,5.405,25.677
2025-09-28T02:59:45Z,2025-09-27T22:59:45Z,43.9,25.2,0.0,0.0,0.0,4.78,5.171,22.932
2025-09-28T03:00:45Z,2025-09-27T23:00:45Z,44.0,25.2,0.0,0.0,0.0,4.984,5.351,17.859
2025-09-28T03:01:45Z,2025-09-27T23:01:45Z,43.6,25.2,0.0,0.0,0.0,5.105,5.56,14.575
2025-09-28T03:02:45Z,2025-09-27T23:02:45Z,43.3,25.2,0.0,0.0,0.0,4.951,5.301,16.118
2025-09-28T03:03:45Z,2025-09-27T23:03:45Z,43.4,25.2,0.0,0.0,0.0,4.81,5.071,20.968
